profession;company_ident;company_name;url;start_date;disctrict;qualification
Metallbauer (m/w/d)  Fachrichtung: Konstruktionstechnik;50720.14267;Schlosserei & Metallbau Wilfried Maack GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/50720.14267?cHash=aef533f4f162849b182abb1f1c26f329;01.08.2023;Finkenwerder;ESA
Metallbauer (m/w/d)  Fachrichtung: Konstruktionstechnik;45961.14235;Stahl + Metall am Bau Klatt + Co. GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/45961.14235?cHash=a40f6c558b87c018a9fcd95a1508d94c;01.08.2023;Groß Borstel;ESA
Metallbauer (m/w/d)  Fachrichtung: Konstruktionstechnik;51074.14250;SITEC Gesellschaft für Sicherheitstechnik mbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/51074.14250?cHash=6488e34e800909ba93137276c39c34b6;01.08.2023;Niendorf;MSA
Metallbauer (m/w/d)  Fachrichtung: Konstruktionstechnik;48181.14377;Heher Bauschlosserei Metallbau GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/48181.14377?cHash=a0e37a406cbd1c1ff943acdbdc9a3083;01.08.2023;Rahlstedt;ESA
Metallbauer (m/w/d)  Fachrichtung: Konstruktionstechnik;92.14249;Preetz Metallbau GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/92.14249?cHash=a8dd2f66a4c37b7a68e2d000c277d44a;01.08.2023;Sasel;ESA
Metallbauer (m/w/d)  Fachrichtung: Konstruktionstechnik;49867.13728;Stahltraum Metallbau GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/49867.13728?cHash=eb10f5a1cc70e001fabcacc05b94a7d7;01.08.2023;Sternschanze;ESA
Metallbauer (m/w/d)  Fachrichtung: Konstruktionstechnik;48203.14263;Martin Kröger Metallbau GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/48203.14263?cHash=c6a8ccc7ed4370cdf15f9df22b94b736;01.08.2023;Tonndorf;ESA
Metallbauer (m/w/d)  Fachrichtung: Konstruktionstechnik;47855.14360;Nitzbon & Partner GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/47855.14360?cHash=ab8881b0f07507404b01ccb558295297;01.09.2023;Neuland;ESA
Metallbauer (m/w/d)  Fachrichtung: Konstruktionstechnik;45087.14526;Walter Petersen GmbH Stahl- und Metallbau;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/45087.14526?cHash=de33972564e232269637e06222a5b64f;01.08.2024;Eilbek;ESA
Orthopädieschuhmacher (m/w/d);44828.14347;Orthopädie-Schuhtechnik Wittling GmbH & Co. KG;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/44828.14347?cHash=8e409dc3a0e40154ce0c9ea9b2bc03e9;01.09.2023;Eimsbüttel;ESA
Orthopädietechnik-Mechaniker (m/w/d)  Schwerpunkt: Prothetik;489.14400;Sanitätshaus Rosenau GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/489.14400?cHash=d4410e12fd96d79ee0ae788340737575;01.08.2023;Bramfeld;ESA
Orthopädietechnik-Mechaniker (m/w/d)  Schwerpunkt: Prothetik;46157.13994;Carepoint KG;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/46157.13994?cHash=75adca3833e97284e16919d346d55f17;01.08.2023;Eppendorf;ESA
Orthopädietechnik-Mechaniker (m/w/d)  Schwerpunkt: Prothetik;45218.14540;ThiesMedicenter GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/45218.14540?cHash=d7cfa6d6c45e1f40ea19cbe42e7112a7;01.08.2023;Hamm;MSA
Parkettleger (m/w/d);353.14548;Schmudlach GmbH & Co. KG;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/353.14548?cHash=eec023860319a301b7f8ca04956e85f7;01.08.2023;Billstedt;ESA
Parkettleger (m/w/d);50072.14349;Rohde Fußbodentechnik GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/50072.14349?cHash=be9c81a7c3b7e667cf5d96b8f49c4e7b;01.08.2023;Lokstedt;ESA
Parkettleger (m/w/d);50636.13791;Toralf Drews c/o Begehbar Bodendesign;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/50636.13791?cHash=d8b44ae8ddba10f88ae1e917f72df6b1;01.08.2023;Rahlstedt;MSA
Parkettleger (m/w/d);50072.14350;Rohde Fußbodentechnik GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/50072.14350?cHash=55aacc59ae218552515cf58237eba531;01.02.2024;Lokstedt;ESA
Parkettleger (m/w/d);353.14549;Schmudlach GmbH & Co. KG;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/353.14549?cHash=3c2dfa2201479b8f812dadc4aac6ad20;01.08.2024;Billstedt;ESA
Raumausstatter (m/w/d);48194.14420;Henrik Lang c/o Lang Interieur Manufaktur;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/48194.14420?cHash=efdbeb8b9b751f7559e1d9cd5fc677ee;01.08.2023;Sasel;MSA
Rohrleitungsbauer (m/w/d);50600.14331;Hamburger Stadtentwässerung Anstalt des öffentlichen Rechts/ Recruiting-Team;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/50600.14331?cHash=e7ede6d58b37334d37ccf5a26ab1bcfc;01.08.2023;Rothenburgsort;ESA
Rohrleitungsbauer (m/w/d);48261.14303;Ausbildungszentrum Bau in Hamburg GmbH Nachwuchsagentur Bau;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/48261.14303?cHash=e14e8d7f83abb27b510746b13678c027;01.09.2023;diverse Standorte in Hamburg;ESA
Rohrleitungsbauer (m/w/d);48492.14382;WELA Asphalt- und Pflasterbau GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/48492.14382?cHash=16cdc46e43d0887904a84530f3236a85;01.09.2023;Volksdorf;ESA
Rollladen- und Sonnenschutzmechatroniker (m/w/d);49656.14253;Markisen-Droste Sonnenschutzsysteme GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/49656.14253?cHash=0a218e58d441d14b6d41fde9ec78c96e;01.08.2023;Sasel;ESA
Rollladen- und Sonnenschutzmechatroniker (m/w/d);50733.13685;Hema Markisen- Rolladen-und Jalousien- Vertriebs- und Montagegesellschaft mbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/50733.13685?cHash=18bfb73aa1500e4dfc69ff496bc3ee46;01.09.2023;Barmbek-Nord;ESA
Sattler (m/w/d)  Fachrichtung: Fahrzeugsattlerei;47538.13780;Gerald Keyser c/o Auto und Bootssattlerei;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/47538.13780?cHash=d13f8ebac8b48537191cf7a205a00c0f;01.08.2023;Tonndorf;ESA
Sattler (m/w/d)  Fachrichtung: Fahrzeugsattlerei;47674.14256;David Ekselenski c/o DE Sattlerei;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/47674.14256?cHash=eb733ea9723b3bfe5c8d455c4750a5db;01.08.2023;Wandsbek;MSA
Schilder- und Lichtreklamehersteller (m/w/d);48233.14252;1st Sign Kettler Design GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/48233.14252?cHash=3ac3278cefb8ac6c15878977a94a1389;01.08.2023;Bahrenfeld;MSA
Schornsteinfeger (m/w/d);682.13998;Schornsteinfeger-Innung Hamburg;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/682.13998?cHash=fafed998f53779d3b374ea6cd3db5a00;01.09.2023;Diverse Stadtteile in Hamburg;MSA
Schornsteinfeger (m/w/d);49722.14344;CHEKK GmbH & Co. KG;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/49722.14344?cHash=e8c737e3a09133d332a27e29c7c49928;01.09.2023;Hummelsbüttel / Poppenbüttel;MSA
Segelmacher (m/w/d);47654.14547;Segel-Raap GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/47654.14547?cHash=77b717da94f4e98eee5a6fc90e02b0f1;01.09.2023;Harburg;ESA
Steinmetz und Steinbildhauer (m/w/d)  Fachrichtung: Steinmetzarbeiten;51117.14285;Michael und Andreas Karbenk;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/51117.14285?cHash=f35e3b50cb9ca550cf004c83c510376b;01.09.2023;Ohlsdorf;MSA
Steinmetz und Steinbildhauer (m/w/d)  Fachrichtung: Steinmetzarbeiten;50931.14376;Kalläwe Marmor & Granit e.K. Inhaber A. Knust;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/50931.14376?cHash=dcac8d091798c4719e7096c75a7bfb93;01.09.2023;Wilhelmsburg;ESA
Straßenbauer (m/w/d);49965.14490;Amandus Kaufmann GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/49965.14490?cHash=e3a5618b63fc266d50b97aa243e51b91;01.09.2023;Bergstedt;ESA
Straßenbauer (m/w/d);48261.14304;Ausbildungszentrum Bau in Hamburg GmbH Nachwuchsagentur Bau;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/48261.14304?cHash=4c5cbecda6e8c2248be2985cd1294c71;01.09.2023;diverse Standorte in Hamburg;ESA
Straßenbauer (m/w/d);50885.14317;STRABAG AG Bereich Hamburg;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/50885.14317?cHash=622bb58540f923055ab7e3545d909136;01.09.2023;St. Pauli;ESA
Straßenbauer (m/w/d);48492.14381;WELA Asphalt- und Pflasterbau GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/48492.14381?cHash=01179dcfe4624e261fd60702e1d6ce8f;01.09.2023;Volksdorf;ESA
Technischer Systemplaner (m/w/d);111.14033;Noske-Kaeser Germany GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/111.14033?cHash=97ae2ffea299c9fec969f997e20922bd;01.08.2023;Steilshoop;MSA
Textilreiniger (m/w/d);50787.14240;Ludger u. Sebastian Tiggemann c/o Lemado Reinigung GbR;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/50787.14240?cHash=0faca7b8bd7bd0137a06bf9e63f37da6;01.08.2023;Eimsbüttel;ESA
Textilreiniger (m/w/d);49477.14239;LEMADO Wäscherei GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/49477.14239?cHash=4889feab7e4279cce582a42c5f7ba2a5;01.08.2023;Lokstedt;ESA
Tiefbaufacharbeiter (m/w/d)  Schwerpunkt: Straßenbauarbeiten;48560.14057;HTG Hoch- und Tiefbau Gadebusch GmbH Niederlassung Hamburg;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/48560.14057?cHash=558ff0fa12f86b97a3b556c37a1eba2f;01.09.2023;Jenfeld;ESA
Tischler (m/w/d);50994.14485;Christoph Pahmeier GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/50994.14485?cHash=49c41d643b3eadc1091cb2da9ef9d7d8;01.03.2023;Bahrenfeld;ESA
Tischler (m/w/d);50994.14486;Christoph Pahmeier GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/50994.14486?cHash=f9934e6748df9d40232a1ba2f0e93d2b;01.08.2023;Bahrenfeld;ESA
Tischler (m/w/d);641.14442;Nils Grimm c/o Werkstatt für feine Räume;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/641.14442?cHash=131dc74c150a4970802b29e55aa8e3ea;01.08.2023;Billbrook;Abi
Tischler (m/w/d);46975.14458;Fritz & Jürgen Schmidt - Tischlerei, Handel mit Fenstern, Türen und Elementen, Inh. Rüdiger Otto;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/46975.14458?cHash=d6066021e384e695c943fad16997b910;01.09.2023;Niendorf;MSA
Tischler (m/w/d);50497.14514;Zywietz GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/50497.14514?cHash=4c281b94e32a20e682592dcc9784e20e;01.09.2023;Schnelsen;ESA
Tischler (m/w/d), BWL-Management von kleinen und mittleren Unternehmen (B.A.);51101.14437;Berufliche Hochschule Hamburg;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/51101.14437?cHash=c876263ce8666a055ecf957f7a7de747;01.08.2023;Borgfelde;Fach-Abi
Trockenbaumonteur (m/w/d);48261.14305;Ausbildungszentrum Bau in Hamburg GmbH Nachwuchsagentur Bau;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/48261.14305?cHash=25eb12d2ca86c929d4330e690f0ecfcd;01.09.2023;diverse Standorte in Hamburg;ESA
Wärme-, Kälte- und Schallschutzisolierer (m/w/d);50869.13730;H.I.T. Hamburger Isolier-Technik GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/50869.13730?cHash=9113cff8a0227986515d6adf31d03802;01.08.2023;Niendorf;MSA
Zahntechniker (m/w/d);1038.14241;Georg Suraschek Dentallabor GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/1038.14241?cHash=f46c24fa00580d049c92ff2b13f7bece;01.08.2023;Sinstorf;ESA
Zahntechniker (m/w/d);44740.14346;Böger Zahntechnik GmbH & Co. KG;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/44740.14346?cHash=a3c12da85e95ce56fb87b60045b3bae3;01.09.2023;Eimsbüttel;ESA
Zahntechniker (m/w/d);51106.14367;NOVADENT Dentaltechnik-Handelsgesellschaft mbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/51106.14367?cHash=e986102dc2c9fa51000703851ecb8937;01.09.2023;Hoheluft-Ost;MSA
Zimmerer (m/w/d);48261.13987;Ausbildungszentrum Bau in Hamburg GmbH Nachwuchsagentur Bau;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/48261.13987?cHash=0651111c0b316418294540a473107b43;01.09.2023;diverse Standorte in Hamburg;MSA
Zimmerer (m/w/d), BWL-Management von kleinen und mittleren Unternehmen (B.A.);51101.14438;Berufliche Hochschule Hamburg;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/51101.14438?cHash=26adce608fb183b401d22929e9e4a95e;01.08.2023;Borgfelde;Fach-Abi
Zweiradmechatroniker (m/w/d)  Fachrichtung: Motorradtechnik;47388.14255;Dumke u. Lütt GmbH;https://www.lehrstelle-handwerk.de/ausbildung/lehrstellenboerse-praktikumsboerse/lehrstelle-suchen/beruf/firma/47388.14255?cHash=b7ab7b9345ab7afd567b004054f28188;01.08.2023;Duvenstedt;MSA
